	lsoa11cd,imd_rank,imd_dec
E01014747,24285,8
E01014748,28487,9
E01014749,31684,10
E01014750,19067,6
E01014751,15437,5
E01014752,28890,9
E01014753,14293,5
E01014754,26176,8
E01014755,27199,9
E01014756,20504,7
E01014757,27863,9
E01014758,26010,8
E01014759,32501,10
E01014760,22806,7
E01014761,29882,10
E01014762,29114,9
E01014763,22434,7
E01014764,19633,6
E01014765,26336,9
E01014766,24858,8
E01014767,32306,10
E01014769,19039,6
E01014770,21875,7
E01014771,25316,8
E01014772,18857,6
E01014773,23422,8
E01014774,10808,4
E01014775,31417,10
E01014776,32076,10
E01014777,29776,10
E01014778,32531,10
E01014779,27099,9
E01014780,18838,6
E01014781,16523,6
E01014782,30507,10
E01014783,20347,7
E01014784,27667,9
E01014785,29037,9
E01014786,12371,4
E01014787,27410,9
E01014789,29352,9
E01014790,29701,10
E01014792,29374,9
E01014793,30524,10
E01014794,27482,9
E01014795,14677,5
E01014796,27474,9
E01014797,25737,8
E01014798,32339,10
E01014799,3493,2
E01014800,545,1
E01014801,1069,1
E01014802,4656,2
E01014803,22490,7
E01014804,15641,5
E01014805,22340,7
E01014806,4317,2
E01014807,7147,3
E01014808,22787,7
E01014809,7498,3
E01014810,6019,2
E01014811,8545,3
E01014812,18007,6
E01014813,17895,6
E01014815,9463,3
E01014816,26526,9
E01014817,22757,7
E01014818,30999,10
E01014819,25617,8
E01014820,11904,4
E01014821,25155,8
E01014822,31922,10
E01014823,30015,10
E01014824,24160,8
E01014825,26345,9
E01014826,24107,8
E01014827,8817,3
E01014828,3307,2
E01014829,1748,1
E01014830,8083,3
E01014831,156,1
E01014832,353,1
E01014833,1030,1
E01014834,2548,1
E01014835,6799,3
E01014836,13441,5
E01014838,21430,7
E01014839,19793,7
E01014840,12846,4
E01014841,7155,3
E01014842,3921,2
E01014843,13733,5
E01014844,1813,1
E01014845,21740,7
E01014846,18600,6
E01014847,23212,8
E01014848,19217,6
E01014849,29643,10
E01014850,29893,10
E01014851,27585,9
E01014852,24658,8
E01014853,31110,10
E01014854,24535,8
E01014855,31186,10
E01014856,21679,7
E01014857,24937,8
E01014858,21350,7
E01014859,29220,9
E01014860,19900,7
E01014861,14305,5
E01014862,26425,9
E01014863,25488,8
E01014864,21849,7
E01014865,19576,6
E01014866,30590,10
E01014867,24585,8
E01014868,20926,7
E01014869,32517,10
E01014870,17642,6
E01014871,26723,9
E01014872,27111,9
E01014873,32325,10
E01014874,30767,10
E01014875,30646,10
E01014876,30366,10
E01014877,32504,10
E01014878,32711,10
E01014879,32408,10
E01014880,31725,10
E01014881,31469,10
E01014882,20220,7
E01014883,31634,10
E01014884,19491,6
E01014885,32111,10
E01014886,16277,5
E01014887,31449,10
E01014888,30023,10
E01014889,29152,9
E01014890,22313,7
E01014891,12691,4
E01014892,13660,5
E01014893,20972,7
E01014894,23762,8
E01014895,23870,8
E01014896,25370,8
E01014897,32142,10
E01014898,26811,9
E01014899,27455,9
E01014900,20207,7
E01014901,31788,10
E01014902,32422,10
E01014903,29816,10
E01014904,12612,4
E01014905,27396,9
E01014906,12286,4
E01014907,22548,7
E01014908,27740,9
E01014909,21034,7
E01014910,22095,7
E01014911,31255,10
E01014912,32562,10
E01014913,32086,10
E01014914,18793,6
E01014915,15565,5
E01014916,20551,7
E01014917,19828,7
E01014918,26211,8
E01014919,29899,10
E01014920,27983,9
E01014921,21938,7
E01014922,22539,7
E01014923,14513,5
E01014924,12351,4
E01014925,13515,5
E01014926,6347,2
E01014927,14694,5
E01014928,12283,4
E01014929,19035,6
E01014930,30897,10
E01014931,26701,9
E01014932,30166,10
E01014933,29003,9
E01014934,32550,10
E01014935,29917,10
E01014936,21363,7
E01014937,30780,10
E01014938,26172,8
E01014939,19029,6
E01014940,30214,10
E01014941,8030,3
E01014942,9739,3
E01014943,27573,9
E01014944,31915,10
E01014945,19729,7
E01014946,12695,4
E01014947,20719,7
E01014948,8636,3
E01014949,15090,5
E01014950,19933,7
E01014951,8655,3
E01014952,15865,5
E01014953,24277,8
E01014954,23288,8
E01014955,26933,9
E01014956,24217,8
E01014957,24641,8
E01014958,11501,4
E01014959,21825,7
E01014960,17226,6
E01014961,12233,4
E01014962,20787,7
E01014963,29820,10
E01014964,31079,10
E01014965,30290,10
E01014966,31632,10
E01014967,31982,10
E01014968,10870,4
E01014969,32005,10
E01014972,24052,8
E01014973,13795,5
E01014974,23377,8
E01014975,20744,7
E01014976,8657,3
E01014977,4858,2
E01014978,28535,9
E01014979,32210,10
E01014980,32087,10
E01014981,26260,8
E01014982,23757,8
E01014983,12285,4
E01014984,19062,6
E01014985,31546,10
E01014986,18181,6
E01014987,32054,10
E01014988,32419,10
E01014989,17303,6
E01014990,32461,10
E01014991,11707,4
E01014992,30922,10
E01014993,26822,9
E01014994,15881,5
E01014995,31436,10
E01014996,24371,8
E01014998,27647,9
E01014999,30827,10
E01015000,13532,5
E01015001,31399,10
E01015002,19488,6
E01015003,24128,8
E01015004,17705,6
E01015005,17113,6
E01015006,15909,5
E01015007,11180,4
E01015008,18936,6
E01015009,19953,7
E01015010,22098,7
E01015011,12220,4
E01015012,21922,7
E01015013,21690,7
E01015014,30232,10
E01015015,26861,9
E01015016,30602,10
E01015017,21059,7
E01015018,26620,9
E01015019,17026,6
E01015020,12322,4
E01015021,31824,10
E01015022,22774,7
E01015023,3025,1
E01015024,12627,4
E01015025,28304,9
E01015026,3064,1
E01015027,18462,6
E01015028,2063,1
E01015029,13224,5
E01015030,2190,1
E01015031,12003,4
E01015032,7337,3
E01015033,27321,9
E01015034,25044,8
E01015035,22499,7
E01015036,25554,8
E01015037,12391,4
E01015038,24499,8
E01015039,15850,5
E01015040,2142,1
E01015041,6928,3
E01015042,10854,4
E01015043,1196,1
E01015044,3211,1
E01015045,2657,1
E01015046,448,1
E01015047,2529,1
E01015048,2847,1
E01015049,15992,5
E01015050,11586,4
E01015051,14870,5
E01015052,7643,3
E01015053,5121,2
E01015054,12840,4
E01015055,3640,2
E01015056,9261,3
E01015057,2491,1
E01015058,3145,1
E01015059,10581,4
E01015060,6891,3
E01015061,7865,3
E01015062,11922,4
E01015063,7259,3
E01015064,25995,8
E01015065,17468,6
E01015066,19417,6
E01015067,24000,8
E01015068,22105,7
E01015069,9316,3
E01015070,14155,5
E01015071,11846,4
E01015072,4047,2
E01015073,5323,2
E01015074,4167,2
E01015075,4251,2
E01015076,13822,5
E01015077,12551,4
E01015078,1070,1
E01015079,15722,5
E01015080,1590,1
E01015081,5407,2
E01015082,4257,2
E01015083,2077,1
E01015084,8751,3
E01015085,7883,3
E01015086,2712,1
E01015087,2656,1
E01015088,1955,1
E01015089,9252,3
E01015090,24039,8
E01015091,16370,5
E01015092,13508,5
E01015093,8688,3
E01015094,8646,3
E01015095,9503,3
E01015096,7282,3
E01015097,23700,8
E01015098,24268,8
E01015099,18454,6
E01015100,19897,7
E01015101,28553,9
E01015102,19019,6
E01015103,19730,7
E01015104,24458,8
E01015105,26831,9
E01015106,19252,6
E01015107,19848,7
E01015108,27136,9
E01015109,21659,7
E01015110,27975,9
E01015111,24087,8
E01015112,21317,7
E01015113,26574,9
E01015114,25119,8
E01015115,7444,3
E01015116,22941,7
E01015117,21032,7
E01015118,25407,8
E01015119,25498,8
E01015120,23868,8
E01015121,28116,9
E01015122,23593,8
E01015123,17366,6
E01015124,26098,8
E01015125,23360,8
E01015126,28526,9
E01015127,17923,6
E01015128,23612,8
E01015129,13023,4
E01015130,29234,9
E01015131,31190,10
E01015132,17075,6
E01015133,27920,9
E01015134,24541,8
E01015135,11559,4
E01015136,22279,7
E01015137,22871,7
E01015138,19736,7
E01015139,16438,6
E01015140,26455,9
E01015141,25625,8
E01015142,10054,4
E01015143,7918,3
E01015144,2943,1
E01015145,1049,1
E01015146,3208,1
E01015147,11978,4
E01015148,9308,3
E01015149,1379,1
E01015150,8265,3
E01015151,1384,1
E01015152,1229,1
E01015153,321,1
E01015155,163,1
E01015156,5247,2
E01015157,6238,2
E01015158,5320,2
E01015159,7839,3
E01015160,30460,10
E01015161,7989,3
E01015162,6557,2
E01015163,11823,4
E01015164,13032,4
E01015165,22338,7
E01015166,6711,3
E01015167,8723,3
E01015168,6381,2
E01015169,10426,4
E01015170,4746,2
E01015171,5576,2
E01015172,8192,3
E01015173,10966,4
E01015174,16869,6
E01015175,10768,4
E01015176,4932,2
E01015177,12027,4
E01015178,10951,4
E01015179,12813,4
E01015180,2315,1
E01015181,4620,2
E01015182,4502,2
E01015183,11034,4
E01015184,19257,6
E01015185,11161,4
E01015186,4667,2
E01015187,20676,7
E01015188,15849,5
E01015189,9051,3
E01015190,6640,3
E01015191,17574,6
E01015192,6574,3
E01015193,8794,3
E01015194,6414,2
E01015195,8882,3
E01015196,1075,1
E01015197,27353,9
E01015198,22217,7
E01015199,26577,9
E01015200,17927,6
E01015201,18678,6
E01015202,16987,6
E01015203,21635,7
E01015204,8386,3
E01015205,14765,5
E01015206,7695,3
E01015207,15246,5
E01015208,30108,10
E01015209,9751,3
E01015210,5885,2
E01015211,22071,7
E01015212,7587,3
E01015213,12830,4
E01015214,2457,1
E01015215,13440,5
E01015216,5665,2
E01015217,736,1
E01015218,6743,3
E01015219,8280,3
E01015220,17447,6
E01015221,11816,4
E01015222,21224,7
E01015223,22894,7
E01015224,18450,6
E01015225,16745,6
E01015226,20933,7
E01015227,25465,8
E01015228,6773,3
E01015229,8910,3
E01015230,23105,8
E01015231,198,1
E01015232,2210,1
E01015233,2532,1
E01015234,6356,2
E01015235,9148,3
E01015236,11715,4
E01015237,14857,5
E01015238,10152,4
E01015239,5045,2
E01015240,6657,3
E01015241,10261,4
E01015242,6458,2
E01015243,16900,6
E01015244,17185,6
E01015245,8262,3
E01015246,19171,6
E01015247,11651,4
E01015248,5974,2
E01015249,8114,3
E01015250,19610,6
E01015251,24494,8
E01015252,14862,5
E01015253,20560,7
E01015254,19720,7
E01015255,714,1
E01015256,590,1
E01015257,1026,1
E01015258,12137,4
E01015259,6297,2
E01015260,1360,1
E01015261,2972,1
E01015262,5643,2
E01015263,1839,1
E01015264,20458,7
E01015265,10655,4
E01015266,1442,1
E01015267,1702,1
E01015268,9868,4
E01015269,12122,4
E01015270,7146,3
E01015271,25509,8
E01015272,23287,8
E01015273,6147,2
E01015274,14905,5
E01015275,12847,4
E01015276,10587,4
E01015277,6314,2
E01015279,3033,1
E01015280,4568,2
E01015281,1528,1
E01015282,528,1
E01015283,10940,4
E01015285,12504,4
E01015286,17355,6
E01015287,11120,4
E01015288,3256,1
E01015289,8573,3
E01015290,5392,2
E01015291,16452,6
E01015292,8058,3
E01015293,6565,2
E01015294,8189,3
E01015295,31892,10
E01015296,15496,5
E01015297,25105,8
E01015298,24698,8
E01015299,26859,9
E01015300,27131,9
E01015301,14657,5
E01015302,11803,4
E01015303,10427,4
E01015304,3497,2
E01015305,6513,2
E01015306,6701,3
E01015307,2322,1
E01015308,8299,3
E01015309,2462,1
E01015310,6682,3
E01015311,22836,7
E01015312,2320,1
E01015313,4424,2
E01015314,24235,8
E01015315,31921,10
E01015316,27453,9
E01015317,15473,5
E01015318,18601,6
E01015319,23924,8
E01015320,25059,8
E01015321,10433,4
E01015322,26728,9
E01015323,27934,9
E01015324,19999,7
E01015325,28104,9
E01015326,11967,4
E01015327,12978,4
E01015328,10291,4
E01015329,13983,5
E01015330,19752,7
E01015331,16386,5
E01015332,23753,8
E01015333,23386,8
E01015334,14344,5
E01015335,24388,8
E01015336,17352,6
E01015337,19516,6
E01015338,2993,1
E01015339,12378,4
E01015340,20784,7
E01015341,4301,2
E01015342,30686,10
E01015343,12033,4
E01015344,23636,8
E01015345,12130,4
E01015346,12994,4
E01015348,22558,7
E01015349,17679,6
E01015350,27189,9
E01015351,25913,8
E01015352,21029,7
E01015353,17513,6
E01015354,20571,7
E01015355,18073,6
E01015356,24314,8
E01015357,8064,3
E01015358,15016,5
E01015359,8445,3
E01015360,28191,9
E01015361,17118,6
E01015362,6371,2
E01015363,17601,6
E01015364,26726,9
E01015365,13860,5
E01015366,16795,6
E01015367,6331,2
E01015368,22065,7
E01015369,19638,6
E01015370,22895,7
E01015371,10396,4
E01015372,13567,5
E01015373,18427,6
E01015374,11839,4
E01015375,13151,5
E01015376,20609,7
E01015377,16000,5
E01015378,25138,8
E01015379,4798,2
E01015380,16320,5
E01015381,7272,3
E01015382,12123,4
E01015383,18650,6
E01015384,2697,1
E01015385,9064,3
E01015386,9710,3
E01015387,20483,7
E01015388,27812,9
E01015389,23914,8
E01015390,12001,4
E01015391,21285,7
E01015392,19481,6
E01015393,15483,5
E01015394,24461,8
E01015395,27060,9
E01015396,31723,10
E01015397,31622,10
E01015398,32133,10
E01015399,32547,10
E01015400,32620,10
E01015401,31927,10
E01015402,16557,6
E01015403,27010,9
E01015404,30965,10
E01015405,29125,9
E01015406,26773,9
E01015407,22914,7
E01015408,19438,6
E01015409,10213,4
E01015410,16820,6
E01015411,24276,8
E01015412,28390,9
E01015413,19917,7
E01015414,20155,7
E01015415,6851,3
E01015416,23510,8
E01015417,15524,5
E01015418,21197,7
E01015419,27300,9
E01015420,10982,4
E01015421,15661,5
E01015422,24240,8
E01015423,12045,4
E01015424,21809,7
E01015425,20242,7
E01015426,7548,3
E01015427,15147,5
E01015428,21075,7
E01015429,7415,3
E01015430,4235,2
E01015431,29326,9
E01015432,27692,9
E01015433,30080,10
E01015434,30329,10
E01015435,15937,5
E01015436,21479,7
E01015437,28503,9
E01015438,20737,7
E01015439,9437,3
E01015440,18622,6
E01015441,13176,5
E01015442,7712,3
E01015443,9874,4
E01015444,14170,5
E01015445,29395,9
E01015446,20179,7
E01015447,26219,8
E01015448,22799,7
E01015449,9196,3
E01015450,21387,7
E01015451,27227,9
E01015452,30438,10
E01015453,25978,8
E01015454,20568,7
E01015455,32379,10
E01015456,13635,5
E01015457,22195,7
E01015458,30986,10
E01015459,31884,10
E01015460,19140,6
E01015461,15261,5
E01015462,19863,7
E01015463,28400,9
E01015464,31038,10
E01015465,10853,4
E01015466,22274,7
E01015468,18574,6
E01015471,30254,10
E01015472,22112,7
E01015473,24169,8
E01015474,20553,7
E01015475,14981,5
E01015476,5871,2
E01015477,9577,3
E01015478,18587,6
E01015479,13827,5
E01015480,15073,5
E01015481,24491,8
E01015482,25664,8
E01015483,27522,9
E01015484,23136,8
E01015485,27428,9
E01015486,21216,7
E01015487,20399,7
E01015488,8145,3
E01015489,18983,6
E01015490,20004,7
E01015491,7073,3
E01015492,10085,4
E01015493,21631,7
E01015494,13458,5
E01015496,19453,6
E01015497,19813,7
E01015498,24728,8
E01015499,30300,10
E01015500,24129,8
E01015501,27560,9
E01015502,11198,4
E01015503,7824,3
E01015504,27007,9
E01015505,15820,5
E01015506,3701,2
E01015507,806,1
E01015508,2544,1
E01015509,13957,5
E01015510,8370,3
E01015511,11002,4
E01015512,31984,10
E01015513,21273,7
E01015514,25400,8
E01015515,31146,10
E01015516,12816,4
E01015517,25841,8
E01015518,32052,10
E01015519,15758,5
E01015520,22303,7
E01015521,31071,10
E01015522,23164,8
E01015523,27822,9
E01015524,21886,7
E01015525,28268,9
E01015526,23075,8
E01015527,8798,3
E01015528,5402,2
E01015529,13343,5
E01015530,8186,3
E01015532,15508,5
E01015533,29771,10
E01015534,24688,8
E01015535,26827,9
E01015536,27209,9
E01015537,4460,2
E01015538,2757,1
E01015539,5594,2
E01015540,3612,2
E01015541,2722,1
E01015542,2794,1
E01015543,5975,2
E01015544,1382,1
E01015545,982,1
E01015546,701,1
E01015547,30120,10
E01015548,26744,9
E01015549,23489,8
E01015550,22121,7
E01015551,24693,8
E01015552,20271,7
E01015553,18469,6
E01015554,16290,5
E01015555,13780,5
E01015556,24045,8
E01015557,25154,8
E01015558,2783,1
E01015559,17968,6
E01015560,21772,7
E01015561,24720,8
E01015562,23663,8
E01015563,32290,10
E01015564,29589,10
E01015565,23460,8
E01015566,28997,9
E01015567,19896,7
E01015568,18281,6
E01015569,6838,3
E01015570,4442,2
E01015571,14237,5
E01015572,3022,1
E01015573,3016,1
E01015574,18024,6
E01015575,1670,1
E01015576,20619,7
E01015578,10811,4
E01015579,18389,6
E01015580,9606,3
E01015581,21884,7
E01015582,19792,7
E01015583,23746,8
E01015584,23285,8
E01015585,20954,7
E01015586,26764,9
E01015587,16354,5
E01015588,21504,7
E01015589,23577,8
E01015590,21180,7
E01015591,10640,4
E01015592,5012,2
E01015593,1723,1
E01015594,4693,2
E01015595,4016,2
E01015596,3182,1
E01015597,2868,1
E01015598,22581,7
E01015599,4770,2
E01015600,3236,1
E01015601,4165,2
E01015602,3559,2
E01015603,3279,1
E01015604,3427,2
E01015605,5793,2
E01015606,10037,4
E01015607,1666,1
E01015608,3412,2
E01015609,1252,1
E01015610,3983,2
E01015611,3813,2
E01015612,4188,2
E01015613,10665,4
E01015614,10133,4
E01015615,5971,2
E01015616,3000,1
E01015617,15328,5
E01015618,7796,3
E01015619,9218,3
E01015620,17358,6
E01015621,10977,4
E01015622,11318,4
E01015623,11992,4
E01015624,8426,3
E01015626,24402,8
E01015627,19747,7
E01015628,22215,7
E01015629,28032,9
E01015630,10175,4
E01015631,26613,9
E01015632,5273,2
E01015633,3356,2
E01015634,5195,2
E01015635,28507,9
E01015636,20316,7
E01015637,1519,1
E01015638,9121,3
E01015639,1771,1
E01015640,5431,2
E01015641,4432,2
E01015642,2381,1
E01015643,6528,2
E01015644,18165,6
E01015645,23476,8
E01015646,24753,8
E01015647,1182,1
E01015648,26888,9
E01015650,25362,8
E01015651,16502,6
E01015652,8870,3
E01015653,18597,6
E01015654,4920,2
E01015655,14158,5
E01015656,3662,2
E01015657,4155,2
E01015658,803,1
E01015659,18987,6
E01015660,4719,2
E01015661,2494,1
E01015662,6172,2
E01015663,1787,1
E01015664,1817,1
E01015665,10541,4
E01015666,5338,2
E01015667,9290,3
E01015668,6374,2
E01015669,12273,4
E01015670,15412,5
E01015671,18904,6
E01015672,18658,6
E01015673,3634,2
E01015674,8532,3
E01015675,14561,5
E01015676,11658,4
E01015677,6235,2
E01015678,22427,7
E01015679,18599,6
E01015680,3847,2
E01015681,28676,9
E01015682,23672,8
E01015683,22471,7
E01015684,26654,9
E01015685,23725,8
E01015686,22157,7
E01015687,24403,8
E01015688,17501,6
E01015689,25202,8
E01015690,25433,8
E01015691,18056,6
E01015692,10888,4
E01015693,24148,8
E01015694,21408,7
E01015695,23109,8
E01015696,24791,8
E01015697,29531,9
E01015698,4875,2
E01015699,3948,2
E01015700,14025,5
E01015701,8677,3
E01015702,7059,3
E01015703,5367,2
E01015704,5921,2
E01015705,5969,2
E01015706,25975,8
E01015707,25426,8
E01015708,27722,9
E01015709,22076,7
E01015710,26387,9
E01015711,11723,4
E01015712,13519,5
E01015713,8849,3
E01015714,16101,5
E01015715,7842,3
E01015716,5375,2
E01015717,14701,5
E01015718,15880,5
E01015719,19786,7
E01015720,4270,2
E01015721,16995,6
E01015722,12528,4
E01015723,14498,5
E01015724,12317,4
E01015725,6034,2
E01015726,3746,2
E01015727,5952,2
E01015728,10078,4
E01015729,3445,2
E01015730,8836,3
E01015731,9701,3
E01015732,2931,1
E01015733,5841,2
E01015734,12702,4
E01015735,5074,2
E01015736,2799,1
E01015737,8417,3
E01015738,5322,2
E01015739,16399,5
E01015740,16886,6
E01015741,4867,2
E01015742,14284,5
E01015743,4541,2
E01015744,7410,3
E01015745,22408,7
E01015746,14605,5
E01015747,24775,8
E01015748,14338,5
E01015749,3830,2
E01015750,14290,5
E01015751,10766,4
E01015752,12063,4
E01015753,15133,5
E01015754,4484,2
E01015755,12606,4
E01015756,12778,4
E01015757,6651,3
E01015758,6376,2
E01015759,4921,2
E01015760,4364,2
E01015761,9191,3
E01015762,15585,5
E01015763,14371,5
E01015764,20074,7
E01015765,8308,3
E01015766,18952,6
E01015767,15327,5
E01015768,16415,5
E01015769,10647,4
E01015770,21572,7
E01015771,1349,1
E01015772,3873,2
E01015773,4087,2
E01015774,5456,2
E01015775,16314,5
E01015776,10646,4
E01015777,16041,5
E01015778,19000,6
E01015779,4842,2
E01015780,18123,6
E01015781,9604,3
E01015782,13868,5
E01015783,8055,3
E01015784,11186,4
E01015785,10798,4
E01015786,13239,5
E01015787,6131,2
E01015788,6913,3
E01015789,2849,1
E01015790,16703,6
E01015791,5632,2
E01015792,11326,4
E01015793,14794,5
E01015794,3663,2
E01015795,6967,3
E01015796,10088,4
E01015797,25431,8
E01015798,11309,4
E01015799,23727,8
E01015800,19393,6
E01015801,8404,3
E01015802,4546,2
E01015803,22043,7
E01015804,12043,4
E01015805,23304,8
E01015806,26244,8
E01015807,7442,3
E01015808,22166,7
E01015809,27083,9
E01015810,12972,4
E01015811,28509,9
E01015812,22906,7
E01015813,7209,3
E01015814,19102,6
E01015815,29149,9
E01015816,19367,6
E01015817,27239,9
E01015818,17467,6
E01015819,11425,4
E01015820,4068,2
E01015821,20310,7
E01015822,26940,9
E01015823,25515,8
E01015824,3889,2
E01015825,10889,4
E01015826,24213,8
E01015827,21641,7
E01015828,4255,2
E01015829,24947,8
E01015830,31888,10
E01015831,13588,5
E01015832,15746,5
E01015833,28336,9
E01015834,25469,8
E01015835,14162,5
E01015836,26373,9
E01015837,21225,7
E01015838,29089,9
E01015839,8628,3
E01015840,4052,2
E01015841,1306,1
E01015842,136,1
E01015843,9640,3
E01015844,4017,2
E01015845,28162,9
E01015846,30087,10
E01015847,23770,8
E01015848,22268,7
E01015849,21450,7
E01015850,30358,10
E01015851,5964,2
E01015852,851,1
E01015853,11692,4
E01015854,8011,3
E01015855,6266,2
E01015856,9365,3
E01015857,29170,9
E01015858,29267,9
E01015859,14909,5
E01015860,22054,7
E01015861,4185,2
E01015862,10069,4
E01015863,18811,6
E01015864,20345,7
E01015865,15188,5
E01015866,20922,7
E01015867,2991,1
E01015868,8729,3
E01015869,9482,3
E01015870,15303,5
E01015871,13126,4
E01015872,13424,5
E01015873,12586,4
E01015874,16331,5
E01015875,3734,2
E01015876,24056,8
E01015877,8613,3
E01015878,21090,7
E01015879,5498,2
E01015880,2102,1
E01015881,19853,7
E01015882,7878,3
E01015883,30994,10
E01015884,11622,4
E01015885,32226,10
E01015886,866,1
E01015887,2789,1
E01015888,13765,5
E01015889,30045,10
E01015890,30481,10
E01015891,10333,4
E01015892,28552,9
E01015893,28457,9
E01015894,28678,9
E01015895,883,1
E01015896,5019,2
E01015897,4160,2
E01015898,5156,2
E01015899,7007,3
E01015900,8357,3
E01015901,13250,5
E01015902,8978,3
E01015903,11934,4
E01015904,14923,5
E01015905,14508,5
E01015906,10465,4
E01015907,9747,3
E01015908,32680,10
E01015909,30604,10
E01015910,32713,10
E01015911,31938,10
E01015912,31555,10
E01015913,28077,9
E01015914,32015,10
E01015915,24412,8
E01015916,2171,1
E01015917,3667,2
E01015918,13682,5
E01015919,18789,6
E01015920,24954,8
E01015921,6684,3
E01015922,7644,3
E01015923,9773,3
E01015924,9021,3
E01015925,18233,6
E01015926,12977,4
E01015927,9921,4
E01015928,13704,5
E01015929,5855,2
E01015930,12172,4
E01015931,3747,2
E01015932,2955,1
E01015933,12111,4
E01015934,6882,3
E01015935,8007,3
E01015936,10204,4
E01015937,18242,6
E01015938,5389,2
E01015939,27114,9
E01015941,28635,9
E01015942,16201,5
E01015943,20575,7
E01015944,26155,8
E01015945,18806,6
E01015946,22631,7
E01015947,11189,4
E01015948,12939,4
E01015949,16070,5
E01015950,17120,6
E01015951,13374,5
E01015952,13570,5
E01015953,16113,5
E01015954,6589,3
E01015955,21629,7
E01015956,10430,4
E01015957,11931,4
E01015958,10852,4
E01015959,12463,4
E01015960,24939,8
E01015961,20436,7
E01015962,11831,4
E01015963,6452,2
E01015964,20425,7
E01015965,25321,8
E01015966,21381,7
E01015967,22370,7
E01015968,20982,7
E01015969,22396,7
E01015970,27884,9
E01015971,9215,3
E01015972,13691,5
E01015973,10489,4
E01015974,21999,7
E01015975,13049,4
E01015976,6031,2
E01015977,22346,7
E01015978,21261,7
E01015979,20249,7
E01015980,27549,9
E01015982,27368,9
E01015983,21339,7
E01015984,23722,8
E01015985,17257,6
E01015986,8512,3
E01015987,7637,3
E01015988,8478,3
E01015989,15776,5
E01015990,12827,4
E01015991,25660,8
E01015992,15425,5
E01015993,12661,4
E01015994,13241,5
E01015995,26717,9
E01015996,11818,4
E01015997,27023,9
E01015998,25445,8
E01015999,27734,9
E01016000,21033,7
E01016001,24166,8
E01016002,28541,9
E01016003,12712,4
E01016004,4040,2
E01016005,9716,3
E01016006,2323,1
E01016007,1662,1
E01016008,12821,4
E01016009,4976,2
E01016010,1553,1
E01016011,9499,3
E01016012,10896,4
E01016013,14472,5
E01016014,9790,3
E01016015,14812,5
E01016016,6597,3
E01016017,1727,1
E01016018,6171,2
E01016019,2879,1
E01016020,5363,2
E01016021,7653,3
E01016022,6611,3
E01016023,1534,1
E01016024,3738,2
E01016025,5249,2
E01016026,28647,9
E01016027,25653,8
E01016028,21720,7
E01016029,14750,5
E01016030,7547,3
E01016031,1818,1
E01016032,844,1
E01016033,611,1
E01016034,14039,5
E01016035,3628,2
E01016036,8972,3
E01016037,6943,3
E01016038,6937,3
E01016039,5961,2
E01016040,5355,2
E01016041,3945,2
E01016042,7062,3
E01016043,8002,3
E01016044,7845,3
E01016045,8722,3
E01016046,6141,2
E01016047,8424,3
E01016048,12361,4
E01016049,2274,1
E01016050,31281,10
E01016051,31761,10
E01016052,27516,9
E01016053,27403,9
E01016054,31906,10
E01016055,12327,4
E01016056,17881,6
E01016057,18057,6
E01016058,17099,6
E01016059,5659,2
E01016060,25955,8
E01016061,3365,2
E01016062,2701,1
E01016063,1279,1
E01016064,4508,2
E01016065,14919,5
E01016066,6094,2
E01016067,9592,3
E01016068,4050,2
E01016069,1428,1
E01016070,9339,3
E01016071,7466,3
E01016072,9845,3
E01016073,27775,9
E01016074,10555,4
E01016075,13463,5
E01016076,20024,7
E01016077,9925,4
E01016078,19246,6
E01016079,22250,7
E01016080,17932,6
E01016081,28669,9
E01016082,23785,8
E01016083,1962,1
E01016084,9223,3
E01016085,31184,10
E01016086,27594,9
E01016087,21299,7
E01016088,13472,5
E01016089,21977,7
E01016090,28127,9
E01016091,28309,9
E01016092,29141,9
E01016093,22137,7
E01016094,22932,7
E01016095,23607,8
E01016096,24428,8
E01016097,11185,4
E01016098,7830,3
E01016099,23201,8
E01016100,11392,4
E01016101,24588,8
E01016102,5424,2
E01016103,21638,7
E01016104,27329,9
E01016105,25825,8
E01016106,24543,8
E01016107,26390,9
E01016110,6424,2
E01016111,144,1
E01016112,27951,9
E01016113,17208,6
E01016114,7250,3
E01016115,11876,4
E01016116,12186,4
E01016117,3949,2
E01016118,12866,4
E01016119,22699,7
E01016120,9978,4
E01016121,23145,8
E01016122,24101,8
E01016123,20417,7
E01016124,17707,6
E01016125,15951,5
E01016126,24199,8
E01016127,13488,5
E01016128,7516,3
E01016129,8656,3
E01016130,14067,5
E01016131,20691,7
E01016132,26066,8
E01016133,28478,9
E01016134,17573,6
E01016135,13275,5
E01016136,6239,2
E01016137,10414,4
E01016138,25775,8
E01016139,22186,7
E01016140,5286,2
E01016141,10321,4
E01016142,18645,6
E01016143,11773,4
E01016144,24088,8
E01016145,28181,9
E01016146,8683,3
E01016147,26796,9
E01016148,23950,8
E01016149,14710,5
E01016150,5850,2
E01016151,12554,4
E01016152,5685,2
E01016153,3041,1
E01016154,7322,3
E01016155,8148,3
E01016156,15628,5
E01016157,11873,4
E01016158,16146,5
E01016159,3301,2
E01016160,4359,2
E01016161,2446,1
E01016162,21894,7
E01016163,11263,4
E01016164,7507,3
E01016165,16312,5
E01016166,18046,6
E01016167,17657,6
E01016168,10048,4
E01016169,24560,8
E01016170,20578,7
